symbol,strategy_name,observations_used,trade_count,gross_pnl_usd,net_pnl_usd,total_cost_usd,win_rate,profit_factor,average_trade_pnl_usd,average_holding_observations,best_trade_usd,worst_trade_usd,expectancy_usd,max_drawdown_usd,max_drawdown_pct,ending_equity_usd,return_pct,sharpe_like
BTC,threshold_convergence,5686,212,2642.5366054074625,2048.9366054074626,593.5999999999999,1.0,inf,9.664795308525767,23.919811320754718,26.67566023504921,1.255390587064051,9.664795308525767,0.0,0.0,12048.936605407464,0.20489366054074626,22.855745316018062
BTC,fixed_horizon_baseline,5686,585,2445.288174774093,807.288174774093,1638.0,0.7965811965811965,16.276502548730335,1.3799797859386205,7.998290598290598,7.028170949636395,-1.2847049377250417,1.3799797859386205,40.40815716280042,0.13151112529508174,10807.288174774094,0.0807288174774093,16.300531986962145
BTC,sign_flip_baseline,5686,3,2795.8179294758256,2787.4179294758255,8.399999999999999,1.0,inf,929.1393098252752,1880.6666666666667,2327.060727777086,195.83014652595872,929.1393098252752,0.0,0.0,12787.417929475825,0.27874179294758256,1.3287807913550984
