symbol,strategy_name,observations_used,trade_count,gross_pnl_usd,net_pnl_usd,total_cost_usd,win_rate,profit_factor,average_trade_pnl_usd,average_holding_observations,best_trade_usd,worst_trade_usd,expectancy_usd,max_drawdown_usd,max_drawdown_pct,ending_equity_usd,return_pct,sharpe_like
BTC,threshold_convergence,5686,228,2688.5519505049688,2050.151950504969,638.4,0.9649122807017544,215.53523545984754,8.991894519758636,23.846491228070175,26.67676313606948,-2.769194430157482,8.991894519758636,6.026629944801016,0.003024264224506099,12050.15195050497,0.20501519505049692,21.12189457558443
BTC,fixed_horizon_baseline,5686,631,2488.5217694849657,721.721769484966,1766.8,0.7416798732171157,6.244738822673956,1.1437745950633376,7.992076069730587,7.028179132610176,-2.7967754067852537,1.1437745950633376,79.1305165505421,0.2615631728173782,10721.721769484966,0.0721721769484966,13.394462825549919
BTC,sign_flip_baseline,5686,3,2799.922209036837,2791.522209036837,8.399999999999999,1.0,inf,930.507403012279,1891.0,2327.060727777086,196.5254964150169,930.507403012279,0.0,0.0,12791.522209036837,0.2791522209036837,1.331996657496844
